clave_municipio,entidad,mpio,hogremjefmuj2015,popnoafmed2015,popden2020,crimen_2018,crimen_2019,tasa_covid
15003,México,Aculco,2511.7,966,105.789,7.68,9.46,74.176
15004,México,Almoloya de Alquisiras,2739.4,685.7,91.606,23.9,5.89,79.259
15005,México,Almoloya de Juarez,2184.1,1294.1,360.866,10.17,12.23,66.818
15006,México,Almoloya del Rio,2341.1,1599,1971.118,7.48,7.37,207.905
15007,México,Amanalco,2476.3,632.4,107.864,11.16,14.65,230.939
15008,México,Amatepec,2742.2,428.4,40.394,32.05,10.58,89.393
15009,México,Amecameca,2673.8,1781.8,294.084,5.61,12.93,184.975
15010,México,Apaxco,2330,2503.2,397.038,22.19,18.77,233.088
15011,México,Atenco,2689.4,2047.7,797.391,25.1,16.46,238.945
15012,México,Atizapan,2367.2,1359.2,1542.043,16.31,48.18,950.364
15013,México,Atizapan de Zaragoza,2887.8,2668.7,5826.368,16.57,16.55,231.302
15014,México,Atlacomulco,3030.5,1217.7,422.756,7.83,4.28,199.296
15015,México,Atlautla,2564.8,1948.3,192.726,3.03,20.91,135.888
15016,México,Axapusco,2723.2,1130,108.279,23.02,25.95,132.823
15017,México,Ayapango,2320.9,1404.2,274.447,0,25.29,59.561
15018,México,Calimaya,2389.9,2137.6,664.232,5.22,17.13,116.401
15019,México,Capulhuac,2562.9,2391.3,1717.256,2.51,9.91,113.624
15020,México,Coacalco de Berriozabal,3056,2080.6,8266.028,17.73,24.36,282.774
15021,México,Coatepec Harinas,2788.8,972.5,137.75,23.62,16.28,51.777
15022,México,Cocotitlan,2970.5,1654.6,1445.646,0,14.83,253.461
15023,México,Coyotepec,2632,2534.1,3323.984,23.31,50.62,209.498
15024,México,Cuautitlan,2312.1,1646.7,4783.284,9.06,7.25,421.819
15025,México,Chalco,2516.7,2638.8,1704.401,20.67,20.59,495.691
15026,México,Chapa de Mota,2622.2,833.2,109.631,8.71,5.71,46.162
15027,México,Chapultepec,2333.8,1121.2,1080.541,7.64,0,143.231
15028,México,Chiautla,2837.1,2047.7,1492.548,9.58,12.59,108.166
15029,México,Chicoloapan,2797.1,2711.2,3296.929,19.83,16.06,176.633
15030,México,Chiconcuac,2598.1,3477.7,3990.202,14.66,10.84,114.255
15031,México,Chimalhuacan,3148.1,2541,15129.65,17.91,15.24,194.250
15032,México,Donato Guerra,2495.5,1065.3,194.786,40.91,27.66,56.972
15033,México,Ecatepec de Morelos,2850.4,2650.7,10581.722,22.54,19.36,338.538
15034,México,Ecatzingo,1840.8,1147.2,197.898,9.01,8.87,98.117
15035,México,Huehuetoca,2215.4,1701,1007.803,45.98,42.3,212.454
15036,México,Hueypoxtla,2006.9,2645.3,189.338,4.36,32.26,74.023
15037,México,Huixquilucan,2786.4,2271.3,1985.542,12.82,13.36,248.664
15038,México,Isidro Fabela,2579.6,1828.4,177.647,16.22,39.94,134.271
15039,México,Ixtapaluca,2858.6,2519.5,1720.758,8.06,15.53,272.851
15040,México,Ixtapan de la Sal,2889.7,698.4,319.936,20.46,42.86,159.319
15041,México,Ixtapan del Oro,2135.2,334.3,78.494,54.53,67.31,38.446
15042,México,Ixtlahuaca,2543.2,983.5,475.91,6,9.45,97.009
15043,México,Xalatlaco,2610.7,2382.7,329.154,5.74,8.46,111.457
15044,México,Jaltenco,2887.4,1502.2,2260.978,17.18,16.99,115.837
15045,México,Jilotepec,2592.4,1045.9,149.474,12.9,10.75,206.022
15046,México,Jilotzingo,2542.8,1566.3,169.758,56.97,64.68,249.119
15047,México,Jiquipilco,2535.6,1046.2,277.892,12.21,6.01,48.699
15048,México,Jocotitlan,2821.7,1162,250.258,14.04,8.31,138.922
15049,México,Joquicingo,2140.2,669,312.814,19.6,12.88,102.651
15050,México,Juchitepec,2259.1,1414.5,181.305,7.26,7.16,146.103
15051,México,Lerma,2128,1449.3,744.957,4.72,6.98,137.857
15052,México,Malinalco,2486.5,1316.9,151.143,13.47,36.54,126.038
15053,México,Melchor Ocampo,2271.5,2241.4,4030.283,21.58,12.12,204.178
15054,México,Metepec,2880.6,1856,3440.395,4.12,8.14,212.270
15055,México,Mexicaltzingo,2765.8,2957.2,1131.721,7.12,7.01,144.790
15056,México,Morelos,2997.4,974.5,148.878,12.36,9.15,89.218
15057,México,Naucalpan de Juarez,3031.4,2236.2,5568.09,20.5,18.57,318.825
15058,México,Nezahualcoyotl,3285.9,2606.8,16979.95,15.15,13.85,370.114
15059,México,Nextlalpan,2759.9,2394.2,1343.422,35.69,20.58,108.387
15060,México,Nicolas Romero,2849.8,2142.5,1844.037,22.13,25.54,252.367
15061,México,Nopaltepec,2204.8,793.5,117.705,49.35,48.75,166.103
15062,México,Ocoyoacac,2526.8,1891.7,535.246,2.73,5.39,135.265
15063,México,Ocuilan,2363.2,1338.6,105.043,15.55,12.75,74.804
15064,México,El Oro,2874.5,755.2,267.931,5.07,14.99,127.178
15065,México,Otumba,3208.9,1221.6,253.319,51.78,29.18,122.558
15066,México,Otzoloapan,2082.5,335.7,30.477,0,18.42,136.922
15067,México,Otzolotepec,2046.5,1564.3,693.888,3.21,9.48,76.648
15068,México,Ozumba,3068.8,2328.4,641.087,6.23,9.21,253.900
15069,México,Papalotla,2580,2283.6,1354.318,20.82,0,130.524
15070,México,La Paz,2567.8,2551.8,11384.8,15.91,10.68,226.586
15071,México,Polotitlan,2591.9,903.9,112.813,0,40.39,51.108
15072,México,Rayon,1920.7,943.4,775.34,0,6.49,131.435
15073,México,San Antonio la Isla,2229.6,1217.8,1323.478,3.14,3.08,140.774
15074,México,San Felipe del Progreso,2625.7,889.8,169.294,6.08,3.98,62.135
15075,México,San Martin de las Piramides,2369.2,1518.2,416.886,13.45,33.14,136.902
15076,México,San Mateo Atenco,2232.3,2000.6,7743.879,5.95,9.39,318.777
15077,México,San Simon de Guerrero,2825.2,131.4,52.519,0,13.36,109.823
15078,México,Santo Tomas,2438.9,302.6,87.72,9.84,19.43,105.243
15079,México,Soyaniquilpan de Juarez,2269.1,814.1,101.748,0,7.24,53.002
15080,México,Sultepec,2476.7,904.1,43.7,17.48,24.16,44.329
15081,México,Tecamac,2496.6,2433.6,3568.887,25.84,22.7,211.872
15082,México,Tejupilco,2669.7,567.5,59.72,6.02,10.67,215.051
15083,México,Temamatla,2793.7,1543.4,497.185,0,7.52,284.879
15084,México,Temascalapa,2585,1701.6,259.081,21.74,21.46,104.114
15085,México,Temascalcingo,2916.1,1233,189.203,6.96,4.12,90.034
15086,México,Temascaltepec,2209.9,440.1,63.953,13.38,5.28,65.506
15087,México,Temoaya,2347.5,1256.9,529.81,9.32,12.83,62.045
15088,México,Tenancingo,2333.1,1636.2,653.496,16.79,11.03,175.963
15089,México,Tenango del Aire,2211.7,1738.6,298.215,16.06,15.84,174.610
15090,México,Tenango del Valle,2376.4,1864,433.349,13.04,8.57,135.581
15091,México,Teoloyucan,2549.1,2790.2,2076.745,78.1,75.8,201.250
15092,México,Teotihuacan,2582.6,1613,707.803,44.67,31.46,196.091
15093,México,Tepetlaoxtoc,2275.6,1215.1,188.908,21.69,18.34,90.310
15094,México,Tepetlixpa,2640.5,2873.6,439.16,4.73,37.39,171.264
15095,México,Tepotzotlan,2745.5,2428.6,496.557,23.01,13.93,130.733
15096,México,Tequixquiac,2573.1,3473.5,409.764,33.17,17.62,128.347
15097,México,Texcaltitlan,2939.2,496.2,129.744,19.95,14.74,99.261
15098,México,Texcalyacac,3284.8,997,318.844,0,0,115.566
15099,México,Texcoco,2605.3,2449.2,662.93,19.09,12.79,238.002
15100,México,Tezoyuca,2702.9,2623.3,4315.963,32.36,29.68,304.769
15101,México,Tianguistenco,2337.4,1929.7,693.319,3.65,10.79,114.726
15102,México,Timilpan,2623.5,651.8,91.28,5.69,0,76.104
15103,México,Tlalmanalco,2966.1,1579.2,309.877,13.4,13.24,415.612
15104,México,Tlalnepantla de Baz,3180.2,2037.9,8052.252,21.27,21.5,365.640
15105,México,Tlatlaya,2801.9,524.1,39.756,5.64,5.58,30.908
15106,México,Toluca,2610.2,1618.7,2167.392,9.31,9.81,228.958
15107,México,Tonatico,2966.8,757.1,140.776,35.78,21.22,92.927
15108,México,Tultepec,2706.3,2363,8288.381,33.53,28.91,218.960
15109,México,Tultitlan,2799.8,2342.6,7264.223,21.42,19.21,234.073
15110,México,Valle de Bravo,2728.2,1039.8,145.965,18.89,21.26,150.160
15111,México,Villa de Allende,2706.2,945.8,167.111,12.43,26.2,32.270
15112,México,Villa del Carbon,2863.3,828.6,160.675,9.47,3.73,63.816
15113,México,Villa Guerrero,2096.4,1330.7,332.576,12.64,22.12,76.698
15114,México,Villa Victoria,2219.3,935.7,255.161,10.49,10.31,49.157
15115,México,Xonacatlan,2171,1636.9,1662.093,9.71,17.26,156.058
15116,México,Zacazonapan,1847.2,287.6,76.095,0,0,61.955
15117,México,Zacualpan,2586.1,436.6,44.854,17.34,0,31.095
15118,México,Zinacantepec,2316.2,1545.8,659.396,3.36,5.67,114.363
15119,México,Zumpahuacan,2438,944.1,93.445,16.53,5.43,79.056
15120,México,Zumpango,2718,2533.2,1149.029,34.3,44.68,220.569
15121,México,Cuautitlan Izcalli,2731.7,2412,5050.61,15.45,16.14,258.996
15122,México,Valle de Chalco Solidaridad,3074.1,3331.5,8449.763,12.56,20.72,205.266
15123,México,Luvianos,2621.9,411.7,41.194,6.71,16.59,69.836
15124,México,San Jose del Rincon,1914.3,794.6,204.638,7.47,6.43,60.228
15125,México,Tonanitla,2292.3,2774.5,1768.015,23.54,15.45,108.577
16001,Michoacán de Ocampo,Acuitzio,2403.5,2331.7,106.553,17.14,8.53,71.553
16002,Michoacán de Ocampo,Aguililla,3050.6,4066.7,9.054,79.92,30.64,16.332
16003,Michoacán de Ocampo,Alvaro Obregon,2500,1886.7,109.78,13.32,30.92,106.964
16004,Michoacán de Ocampo,Angamacutiro,2631.1,2066.1,50.678,0,48.8,94.000
16005,Michoacán de Ocampo,Angangueo,3330.7,1640.3,86.823,0,17.55,91.774
16006,Michoacán de Ocampo,Apatzingan,3229.7,4351.4,156.621,94.32,68.04,163.488
16007,Michoacán de Ocampo,Aporo,2917.7,1243,36.378,0,0,151.515
16008,Michoacán de Ocampo,Aquila,2145.1,1372.3,9.666,39.66,70.9,43.600
16009,Michoacán de Ocampo,Ario,2256.1,3263,58.182,42.97,26.7,265.159
16010,Michoacán de Ocampo,Arteaga,3093.6,1867.8,5.166,49.11,35.55,95.534
16011,Michoacán de Ocampo,BriseÃ±as,2893.2,1785.8,129.015,0,0,55.184
16012,Michoacán de Ocampo,Buenavista,2681,4027.1,63.905,114.35,91.81,69.363
16013,Michoacán de Ocampo,Caracuaro,2648.6,1003.7,21.765,10.98,10.95,80.812
16014,Michoacán de Ocampo,Coahuayana,2511.2,1238.9,33.662,44.19,31.37,49.489
16015,Michoacán de Ocampo,Coalcoman de Vazquez Pallares,2161.2,1492.6,5.447,39.79,101.9,104.065
16016,Michoacán de Ocampo,Coeneo,2680.4,3850.8,52.294,4.71,56.42,54.288
16017,Michoacán de Ocampo,Contepec,2488.4,2087.9,107.745,2.87,14.24,19.790
16018,Michoacán de Ocampo,Copandaro,2519.4,1788.9,72.602,10.39,10.33,111.732
16019,Michoacán de Ocampo,Cotija,3125.8,2894.6,37.185,19.23,110.03,102.674
16020,Michoacán de Ocampo,Cuitzeo,2855.7,2271.5,121.083,6.69,53.3,86.488
16021,Michoacán de Ocampo,Charapan,2532.5,2503.8,132.501,0,37.2,45.364
16022,Michoacán de Ocampo,Charo,2170.4,2366.9,143.983,21.51,17.13,118.592
16023,Michoacán de Ocampo,Chavinda,2202,3036.7,71.281,49.16,49.08,25.035
16024,Michoacán de Ocampo,Cheran,1968.4,2117.8,121.502,19.95,4.95,51.459
16025,Michoacán de Ocampo,Chilchota,2139.2,3140.3,88.345,12.06,33.48,62.473
16026,Michoacán de Ocampo,Chinicuila,2045.3,1935.6,5.914,18.94,94.35,61.802
16027,Michoacán de Ocampo,Chucandiro,2978.3,1735,35.069,0,0,45.982
16028,Michoacán de Ocampo,Churintzio,2758.8,1917.9,33.44,18.15,36.37,119.738
16029,Michoacán de Ocampo,Churumuco,2549.6,1969.6,8.877,53.73,26.73,15.092
16030,Michoacán de Ocampo,Ecuandureo,3751,2528.9,35.242,45.55,37.91,46.324
16031,Michoacán de Ocampo,Epitacio Huerta,2151.4,3153.1,92.069,0,12.02,42.240
16032,Michoacán de Ocampo,Erongaricuaro,2359,2760.4,72.758,6.4,6.37,52.779
16033,Michoacán de Ocampo,Gabriel Zamora,2416.2,1929.8,101.826,114.82,35.13,61.121
16034,Michoacán de Ocampo,Hidalgo,2417.7,3058.9,118.255,22.39,30.98,90.153
16035,Michoacán de Ocampo,La Huacana,2915,1885.6,18.589,29.73,32.57,93.019
16036,Michoacán de Ocampo,Huandacareo,3222.3,2386.8,214.32,33.12,16.51,110.497
16037,Michoacán de Ocampo,Huaniqueo,2738.9,3042.1,38.396,36.96,12.34,74.893
16038,Michoacán de Ocampo,Huetamo,2917.5,1922.9,28.075,4.7,16.42,264.417
16039,Michoacán de Ocampo,Huiramba,2084.5,1143.9,48.746,11.89,11.81,42.162
16040,Michoacán de Ocampo,Indaparapeo,2232.9,2759.9,101.541,5.69,16.96,49.446
16041,Michoacán de Ocampo,Irimbo,2890.1,2279.3,99.239,34.26,16.96,38.955
16042,Michoacán de Ocampo,Ixtlan,2674.1,2759.4,85.728,56.9,21.29,32.537
16043,Michoacán de Ocampo,Jacona,3134.3,2905.9,738.628,102.01,235.12,96.327
16044,Michoacán de Ocampo,Jimenez,2760.4,3186.1,42.417,29.68,37.08,86.142
16045,Michoacán de Ocampo,Jiquilpan,3477.1,2692.3,124.704,52.28,30.14,103.096
16046,Michoacán de Ocampo,Juarez,2294.4,2648.9,92.391,20.39,6.76,141.269
16047,Michoacán de Ocampo,Jungapeo,1878.5,2813.7,40.359,4.76,23.67,46.069
16048,Michoacán de Ocampo,Lagunillas,2399.4,2455.6,66.294,0,33.18,95.531
16049,Michoacán de Ocampo,Madero,2249.5,1870.8,12.197,26.84,21.33,41.025
16050,Michoacán de Ocampo,Maravatio,2654,2273.9,191.827,7.88,5.59,97.976
16051,Michoacán de Ocampo,Marcos Castellanos,3070.9,4139.6,40.678,20.56,0,50.286
16052,Michoacán de Ocampo,Lazaro Cardenas,2533.3,1742.3,179.569,39.66,33.76,613.522
16053,Michoacán de Ocampo,Morelia,3191.9,2520.6,635.547,27.97,41.26,204.606
16054,Michoacán de Ocampo,Morelos,3008.5,2061.2,37.41,12.67,25.35,41.953
16055,Michoacán de Ocampo,Mugica,3087.5,2464.6,69.885,47.16,32.6,155.440
16056,Michoacán de Ocampo,Nahuatzen,1432.3,1126.3,90.022,6.91,10.3,36.448
16057,Michoacán de Ocampo,Nocupetaro,2983.9,1375.2,14.842,75.84,25.18,94.107
16058,Michoacán de Ocampo,Nuevo Parangaricutiro,2000.9,3438.1,48.718,23.66,23.47,37.901
16059,Michoacán de Ocampo,Nuevo Urecho,1940.2,2023,22.443,46.19,11.5,91.981
16060,Michoacán de Ocampo,Numaran,3033.5,1463.1,93.556,50.54,30.22,133.139
16061,Michoacán de Ocampo,Ocampo,2122.2,2391.1,258.844,16.65,8.26,34.228
16062,Michoacán de Ocampo,Pajacuaran,2867.2,2413.6,125.077,19.84,9.88,34.910
16063,Michoacán de Ocampo,Panindicuaro,2632.7,2864.1,58.441,67.28,36.61,58.660
16064,Michoacán de Ocampo,Paracuaro,2838.7,2701.1,72.542,81.02,21.97,45.013
16065,Michoacán de Ocampo,Paracho,2175.9,3032.5,142.625,2.67,23.89,172.848
16066,Michoacán de Ocampo,Patzcuaro,2845.3,2313.6,376.582,17.93,16.77,231.243
16067,Michoacán de Ocampo,Penjamillo,2864.7,1864.1,78.36,39.53,67.65,63.091
16068,Michoacán de Ocampo,Periban,1996.6,2672.5,67.581,20.98,34.69,67.742
16069,Michoacán de Ocampo,La Piedad,3079.4,2033.9,392.098,37.31,24.12,197.853
16070,Michoacán de Ocampo,Purepero,1921,2626.7,56.278,38.84,71.08,121.095
16071,Michoacán de Ocampo,Puruandiro,2679.6,1963.4,95.864,31.14,64.84,85.972
16072,Michoacán de Ocampo,Querendaro,2555,2417.6,74.966,41.79,20.8,97.520
16073,Michoacán de Ocampo,Quiroga,2344.9,2939.1,95.512,7.26,46.91,86.544
16074,Michoacán de Ocampo,Cojumatlan de Regules,2515.4,1881.3,27.2,0,9.59,102.423
16075,Michoacán de Ocampo,Los Reyes,2751.3,1782.8,150.705,20.38,24.26,153.827
16076,Michoacán de Ocampo,Sahuayo,2628.6,2880.5,370,81.08,98.82,101.879
16077,Michoacán de Ocampo,San Lucas,2759.3,2334,22.781,36.3,20.69,101.394
16078,Michoacán de Ocampo,Santa Ana Maya,2430.1,2958.4,108.862,22.67,15.06,82.292
16079,Michoacán de Ocampo,Salvador Escalante,2445.1,2794.4,108.375,13.84,15.69,46.658
16080,Michoacán de Ocampo,Senguio,2887.7,2570.2,67.856,24.61,9.77,28.529
16081,Michoacán de Ocampo,Susupuato,2038.9,2301.2,57.997,31.8,21.07,37.114
16082,Michoacán de Ocampo,Tacambaro,2593.9,2030,73.305,37.21,42.01,74.471
16083,Michoacán de Ocampo,Tancitaro,2201.3,4314.8,44.445,15.67,12.45,64.818
16084,Michoacán de Ocampo,Tangamandapio,2107.2,3353.2,123.236,19.49,22.56,62.692
16085,Michoacán de Ocampo,Tangancicuaro,2395.1,4310.4,86.27,69.49,60.56,68.546
16086,Michoacán de Ocampo,Tanhuato,2356.3,2050.5,66.73,12.83,6.4,55.876
16087,Michoacán de Ocampo,Taretan,2274.6,1228.8,44.315,41.43,41.24,210.152
16088,Michoacán de Ocampo,Tarimbaro,2526.8,2276.9,500.232,19.62,31.98,72.081
16089,Michoacán de Ocampo,Tepalcatepec,3131.8,4295.4,33.723,8.44,33.64,97.949
16090,Michoacán de Ocampo,Tingambato,2050.6,2493.7,64.077,13.25,0,36.529
16091,Michoacán de Ocampo,TingÃ¼indin,3102.1,2687.2,54.987,14.03,55.9,75.634
16092,Michoacán de Ocampo,Tiquicheo de Nicolas Romero,2401.9,1950.3,4.411,20.5,54.46,54.680
16093,Michoacán de Ocampo,Tlalpujahua,2998.8,2636.7,123.357,10.2,10.13,56.048
16094,Michoacán de Ocampo,Tlazazalca,2847.3,3307,21.583,72.88,14.6,84.160
16095,Michoacán de Ocampo,Tocumbo,2706.3,1583.3,41.983,87.78,55.69,109.585
16096,Michoacán de Ocampo,Tumbiscatio,2530.2,2673.1,3.67,38.64,0,30.034
16097,Michoacán de Ocampo,Turicato,2731.5,2059.7,24.722,33.96,67.64,56.463
16098,Michoacán de Ocampo,Tuxpan,2540.1,2948,124.478,14.55,0,143.304
16099,Michoacán de Ocampo,Tuzantla,2180.1,1293,17.312,23.66,41.24,158.482
16100,Michoacán de Ocampo,Tzintzuntzan,2045,2439.7,95.284,33.9,47.17,142.017
16101,Michoacán de Ocampo,Tzitzio,2203.5,1646.2,9.767,77.61,44.23,67.583
16102,Michoacán de Ocampo,Uruapan,2968.3,2629,429.718,79.62,112.32,234.828
16103,Michoacán de Ocampo,Venustiano Carranza,2599.8,2285.5,98.622,100.84,80.41,43.722
16104,Michoacán de Ocampo,Villamar,2989.8,2308.1,47.73,105.96,105.66,89.920
16105,Michoacán de Ocampo,Vista Hermosa,2531.7,2100.5,104.669,0,4.99,39.673
16106,Michoacán de Ocampo,Yurecuaro,2783,2684.4,165.419,15.14,9.02,83.897
16107,Michoacán de Ocampo,Zacapu,2804.1,2669.9,238.585,57.77,52.33,215.515
16108,Michoacán de Ocampo,Zamora,2721.4,2875,467.269,106.39,144.22,153.905
16109,Michoacán de Ocampo,Zinaparo,3046.2,1187.5,64.063,0,0,179.480
16110,Michoacán de Ocampo,Zinapecuaro,2559.8,2897.5,94.26,63.46,44.84,100.463
16111,Michoacán de Ocampo,Ziracuaretiro,1938.1,3541.5,128.183,73.03,96.73,54.792
16112,Michoacán de Ocampo,Zitacuaro,3406.3,3672,309.013,17.55,20.33,119.292
16113,Michoacán de Ocampo,Jose Sixto Verduzco,2333.3,1825.4,115.491,63.25,100.15,95.259
17001,Morelos,Amacuzac,3323.7,1038.1,190.661,84.38,99.1,165.951
17002,Morelos,Atlatlahucan,2596.5,2092,535.711,38.51,25.34,170.579
17003,Morelos,Axochiapan,2621.3,1586.2,265.586,29.34,52.75,104.352
17004,Morelos,Ayala,3402.9,1510.9,295.993,39.45,30.09,169.590
17005,Morelos,Coatlan del Rio,3118.7,794.4,125.837,104,178.09,191.812
17006,Morelos,Cuautla,3273.2,2015.8,1031.521,31.26,29.41,298.905
17007,Morelos,Cuernavaca,3583.9,1842.2,1546.694,31.72,50.16,373.060
17008,Morelos,Emiliano Zapata,3217.8,1516,1604.993,36.62,65.26,180.037
17009,Morelos,Huitzilac,2828.7,1707.1,182.403,49.96,49.35,220.891
17010,Morelos,Jantetelco,2781.7,1024.5,110.989,45.03,33.38,133.435
17011,Morelos,Jiutepec,3248.9,1638,3054.709,29.02,48.87,286.186
17012,Morelos,Jojutla,3423.6,1427.7,539.588,87.63,65.49,276.863
17013,Morelos,Jonacatepec,2929.4,1044,260.031,31.14,55.49,179.895
17014,Morelos,Mazatepec,3411.3,960.2,126.846,86.93,133.95,174.913
17015,Morelos,Miacatlan,2866.6,1051.9,71.893,96.96,110.07,101.192
17016,Morelos,Ocuituco,2276.7,1022.1,240.84,10.76,37.26,124.473
17017,Morelos,Puente de Ixtla,4079.9,1301,119.958,59.89,77.98,146.650
17018,Morelos,Temixco,3292.5,1532.1,1612.968,47.12,62.09,230.672
17019,Morelos,Tepalcingo,2436.2,1253.5,78.095,17.87,21.22,118.112
17020,Morelos,Tepoztlan,2873.6,1966.9,197.086,14.68,24.86,140.151
17021,Morelos,Tetecala,3691.2,622.7,85.392,59.29,176.04,263.031
17022,Morelos,Tetela del Volcan,2310.5,1323.3,133.091,9.34,9.22,116.284
17023,Morelos,Tlalnepantla,1750.6,1427.6,60.495,0,0,173.710
17024,Morelos,Tlaltizapan de Zapata,2906.8,1348.9,174.025,49.94,43.93,217.990
17025,Morelos,Tlaquiltenango,3025.1,1242.5,72.26,66.9,51.85,206.103
17026,Morelos,Tlayacapan,2346,1294.5,230.499,21.29,21.04,205.970
17027,Morelos,Totolapan,2169,1374.2,181.883,8.44,8.34,160.131
17028,Morelos,Xochitepec,3102.5,1573.3,742.069,63.91,71.17,198.819
17029,Morelos,Yautepec,3048.5,1244.5,750.745,43.85,57.51,238.368
17030,Morelos,Yecapixtla,2593.8,1636.2,310.709,27.79,25.61,167.394
17031,Morelos,Zacatepec,3493.9,1427.6,1346.791,63.57,49.91,401.155
17032,Morelos,Zacualpan,2319.3,1452.5,165.807,9.74,19.28,253.388
17033,Morelos,Temoac,2445.9,1120.9,361.089,62.85,56.21,97.322
18001,Nayarit,Acaponeta,2861.7,959,22.321,29.26,31.26,234.278
18002,Nayarit,Ahuacatlan,2365.9,1058.7,32.961,17.4,5.72,140.485
18003,Nayarit,Amatlan de CaÃ±as,2122.4,615.1,15.08,0,15.87,47.111
18004,Nayarit,Compostela,2724.9,1741,41.903,12.2,16.82,198.242
18005,Nayarit,Huajicori,2359.3,1573.6,4.697,38.64,60.76,70.901
18006,Nayarit,Ixtlan del Rio,3151.2,2110.4,50.429,6.46,12.74,132.830
18007,Nayarit,Jala,2406,1573.7,52.934,4.9,14.48,118.905
18008,Nayarit,Xalisco,2647,1718.8,224.155,54.32,21.67,229.376
18009,Nayarit,Del Nayar,2083.2,2815.8,9.324,73.26,69.34,43.692
18010,Nayarit,Rosamorada,2601.4,1150.7,16.192,31.17,25.63,145.041
18011,Nayarit,Ruiz,2551.2,1596.8,26.773,33.11,14.48,137.403
18012,Nayarit,San Blas,2692.3,1577.3,50.386,21.8,13.68,181.576
18013,Nayarit,San Pedro Lagunillas,2237.4,753.4,14.775,0,11.99,89.904
18014,Nayarit,Santa Maria del Oro,2160.7,1705.9,27.285,16,3.94,85.849
18015,Nayarit,Santiago Ixcuintla,2541.9,1021.9,51.328,7.52,6.49,192.950
18016,Nayarit,Tecuala,2700.3,1039.8,32.661,20.35,8.94,132.193
18017,Nayarit,Tepic,3164.9,1741.6,214.679,38.59,15.61,386.845
18018,Nayarit,Tuxpan,3310.1,1229.5,63.426,5.96,8.83,196.355
18019,Nayarit,La Yesca,1944.1,1010.8,6.185,0,6.16,32.750
18020,Nayarit,Bahia de Banderas,2730.8,1955.9,242.732,8.71,11.92,395.794
19001,Nuevo Leon,Abasolo,2288.1,1220.2,63.263,0,0,157.642
19002,Nuevo Leon,Agualeguas,2028.3,434.6,3.686,0,28.65,688.726
19003,Nuevo Leon,Los Aldamas,2252.6,1664.1,1.807,80.22,160.62,199.203
19004,Nuevo Leon,Allende,1862.9,940.2,225.922,5.47,8.11,557.746
19005,Nuevo Leon,Anahuac,2800,818.4,4.375,15.16,30.01,137.665
19006,Nuevo Leon,Apodaca,1854.9,1109.1,3577.46,10.37,9.89,324.078
19007,Nuevo Leon,Aramberri,2007.4,426,5.28,6.11,0,205.618
19008,Nuevo Leon,Bustamante,2448.5,505.4,6.561,0,0,317.062
19009,Nuevo Leon,Cadereyta Jimenez,2341.7,1217.7,121.801,39.71,50.93,640.924
19010,Nuevo Leon,El Carmen,1788.2,843.2,795.114,47.38,63.2,392.173
19011,Nuevo Leon,Cerralvo,2463.3,970.7,7.728,73.66,36.54,786.881
19012,Nuevo Leon,Cienega de Flores,1948.3,1076.7,440.122,42.76,36.24,348.476
19013,Nuevo Leon,China,1857.6,1200.7,2.52,17.31,17.16,183.916
19014,Nuevo Leon,Doctor Arroyo,2040.2,391.4,7.067,0,7.82,388.283
19015,Nuevo Leon,Doctor Coss,2350.7,1207.1,2.046,0,0,130.081
19016,Nuevo Leon,Doctor Gonzalez,2889.2,440.4,4.639,0,0,285.367
19017,Nuevo Leon,Galeana,2157.4,300.5,5.717,11.79,7.01,178.710
19018,Nuevo Leon,Garcia,1886.9,1082.2,465.547,22.96,28.18,291.609
19019,Nuevo Leon,San Pedro Garza Garcia,2613.6,1189,1904.452,11.08,8.77,185.882
19020,Nuevo Leon,General Bravo,2070.6,1314.1,2.656,34.27,50.99,377.020
19021,Nuevo Leon,General Escobedo,2139.7,1229.2,2519.44,13.15,16.4,263.679
19022,Nuevo Leon,General Teran,1805.9,739.4,5.724,26.38,32.77,418.842
19023,Nuevo Leon,General TreviÃ±o,3271.8,517.2,4.615,0,81.83,812.395
19024,Nuevo Leon,General Zaragoza,1799,505.7,5.667,0,0,175.651
19025,Nuevo Leon,General Zuazua,1701.8,944.5,823.782,8.47,18.9,187.242
19026,Nuevo Leon,Guadalupe,2499.5,1426.9,4250.78,11.24,13.74,388.774
19027,Nuevo Leon,Los Herreras,3601.3,1145.1,4.647,0,0,235.235
19028,Nuevo Leon,Higueras,2204.9,1323.6,2.309,0,0,221.963
19029,Nuevo Leon,Hualahuises,1956.2,762.9,28.914,0,0,182.029
19030,Nuevo Leon,Iturbide,1851.1,403.2,4.586,0,0,85.449
19031,Nuevo Leon,Juarez,1591.1,1277.8,1697.347,16.49,24.19,291.258
19032,Nuevo Leon,Lampazos de Naranjo,2280.3,673.9,1.331,31.92,15.76,321.632
19033,Nuevo Leon,Linares,2172,643.1,34.625,10.16,8.93,411.325
19034,Nuevo Leon,Marin,3074.3,884.5,39.682,33.84,50.16,88.724
19035,Nuevo Leon,Melchor Ocampo,1682.5,691.1,6.644,0,0,746.965
19036,Nuevo Leon,Mier y Noriega,1717.2,327.3,6.551,13.44,0,152.611
19037,Nuevo Leon,Mina,2048.1,653.4,1.545,0,50.96,161.510
19038,Nuevo Leon,Montemorelos,2314.1,745.5,39.519,9.07,14.94,593.139
